iata,city_name,country_name,country_code,continent
CS7,Codrongianos,Italy,IT,Europe
CS7,Colonia de San Pedro,Spain,ES,Europe
CS7,Coatesville,United States,US,North America
CS8,Carlyle,Canada,CA,North America
CS8,Chatel-sur-Moselle,France,FR,Europe
CS8,Cavasso Nuovo,Italy,IT,Europe
CS8,Colstrip,United States,US,North America
CS9,Castelmaurou,France,FR,Europe
CS9,Casalino,Italy,IT,Europe
CS9,Clarks Hill,United States,US,North America
CSA,Cabo San Antonio,Argentina,AR,South America
CSA,Cabo de Santo Agostinho,Brazil,BR,South America
CSA,Chelsea,Canada,CA,North America
CSA,Camaret-sur-Aigues,France,FR,Europe
CSA,Csaszar,Hungary,HU,Europe
CSA,Cape Sago,Indonesia,ID,Asia
CSA,Casirate d'Adda,Italy,IT,Europe
CSA,Chelsea,New Zealand,NZ,Oceania
CSA,Carlos Santana Avila,Panama,PA,North America
CSA,Casablanca,Spain,ES,Europe
CSA,Soderkulla,Sweden,SE,Europe
CSA,Colonsay,United Kingdom,GB,Europe
CSA,Cape Sabine,United States,US,North America
CSB,Caldas Brandao,Brazil,BR,South America
CSB,Clarksburg,Canada,CA,North America
CSB,Cesky Brod,Czechia,CZ,Europe
CSB,Celles-sur-Belle,France,FR,Europe
CSB,Csehbanya,Hungary,HU,Europe
CSB,Campolongo sul Brenta,Italy,IT,Europe
CSB,Caransebes,Romania,RO,Europe
CSB,Castrobarto,Spain,ES,Europe
CSB,Castle Bromwich,United Kingdom,GB,Europe
CSB,Chebanse,United States,US,North America
CSC,Cansancao,Brazil,BR,South America
CSC,Cote-Sainte-Catherine,Canada,CA,North America
CSC,Canas,Costa Rica,CR,North America
CSC,Cara Sucia,El Salvador,SV,North America
CSC,Cousance,France,FR,Europe
CSC,Castellina in Chianti,Italy,IT,Europe
CSC,Caister on Sea,United Kingdom,GB,Europe
CSC,Coshocton,United States,US,North America
CSD,Cresswell Downs,Australia,AU,Oceania
CSD,Casimiro de Abreu,Brazil,BR,South America
CSD,Cassidy,Canada,CA,North America
CSD,Changshadibg Railway Station,China,CN,Asia
CSD,Creches-sur-Saone,France,FR,Europe
CSD,Cattenstedt,Germany,DE,Europe
CSD,Cserszegtomaj,Hungary,HU,Europe
CSD,Casale di Scodosia,Italy,IT,Europe
CSD,Charsadda,Pakistan,PK,Asia
CSD,Caseda,Spain,ES,Europe
CSD,Chatel-St-Denis,Switzerland,CH,Europe
CSD,Chachoengsao,Thailand,TH,Asia
CSD,Coulsdon,United Kingdom,GB,Europe
CSD,Cliffside Park,United States,US,North America
CSE,Castelandia,Brazil,BR,South America
CSE,Chroustovice,Czechia,CZ,Europe
CSE,Chatillon-sur-Chalaronne,France,FR,Europe
CSE,Csengersima,Hungary,HU,Europe
CSE,Casarile,Italy,IT,Europe
CSE,Coreses,Spain,ES,Europe
CSE,Crested Butte,United States,US,North America
CSF,Camocim de Sao Felix,Brazil,BR,South America
CSF,Crossfield,Canada,CA,North America
CSF,Christiansfeld,Denmark,DK,Europe
CSF,Les Clayes-sous-Bois,France,FR,Europe
CSF,Cobbelsdorf,Germany,DE,Europe
CSF,Khora Sfakion,Greece,GR,Europe
CSF,Castelletto Monferrato,Italy,IT,Europe
CSF,Cape St. Francis,South Africa,ZA,Africa
CSF,Cosford,United Kingdom,GB,Europe
CSF,Carteret,United States,US,North America
CSG,Casa Grande,Brazil,BR,South America
CSG,Ciry-Salsogne,France,FR,Europe
CSG,Crosserlough,Ireland,IE,Europe
CSG,Castelgomberto,Italy,IT,Europe
CSG,Cheongsong-gun,Korea South,KR,Asia
CSG,Ciudad Sahagun,Mexico,MX,North America
CSG,Sant Cugat Sesgarrigues,Spain,ES,Europe
CSG,Chalfont Saint Giles,United Kingdom,GB,Europe
CSH,Campestre do Maranhao,Brazil,BR,South America
CSH,Conflans-Sainte-Honorine,France,FR,Europe
CSH,Christiansholm,Germany,DE,Europe
CSH,Cassola,Italy,IT,Europe
CSH,Solovetsky,Russia,RU,Asia
CSH,Casares de Las Hurdes,Spain,ES,Europe
CSH,Chesham,United Kingdom,GB,Europe
CSH,Conshohocken,United States,US,North America
CSI,Casino,Australia,AU,Oceania
CSI,Crisnee,Belgium,BE,Europe
CSI,Campos Gerais,Brazil,BR,South America
CSI,Cap-St-Ignace,Canada,CA,North America
CSI,Cosse-le-Vivien,France,FR,Europe
CSI,Crostwitz,Germany,DE,Europe
CSI,Casinalbo,Italy,IT,Europe
CSI,Chishtian,Pakistan,PK,Asia
CSI,Culasi,Philippines,PH,Asia
CSI,Castillon,Spain,ES,Europe
CSI,Carsaig,United Kingdom,GB,Europe
CSJ,Cedro de Sao Joao,Brazil,BR,South America
CSJ,Coniston,Canada,CA,North America
CSJ,Changshou,China,CN,Asia
CSJ,Castries,France,FR,Europe
CSJ,Caldas de Sao Jorge,Portugal,PT,Europe
CSJ,Castejon,Spain,ES,Europe
CSJ,Cape Saint Jacques,Vietnam,VN,Asia
CSK,Ceska Skalice,Czechia,CZ,Europe
CSK,Clarensac,France,FR,Europe
CSK,Kaszok,Hungary,HU,Europe
CSK,Castelli Calepio,Italy,IT,Europe
CSK,Chunskiy,Russia,RU,Asia
CSK,Cap Skiring,Senegal,SN,Africa
CSK,Cersak,Slovenia,SI,Europe
CSK,Cross Keys,United Kingdom,GB,Europe
CSL,Casilda,Argentina,AR,South America
CSL,Cachoeira do Sul,Brazil,BR,South America
CSL,Cote-Saint-Luc,Canada,CA,North America
CSL,Laiwu,China,CN,Asia
CSL,Chalette-sur-Loing,France,FR,Europe
CSL,Clonaslee,Ireland,IE,Europe
CSL,Caselle di Altivole,Italy,IT,Europe
CSL,Cabo San Lucas,Mexico,MX,North America
CSL,Consell,Spain,ES,Europe
CSL,Chislehurst,United Kingdom,GB,Europe
CSM,Castlemaine,Australia,AU,Oceania
CSM,Cardoso Moreira,Brazil,BR,South America
CSM,Chalons-en-Champagne,France,FR,Europe
CSM,Chanasma,India,IN,Asia
CSM,Casalmaggiore,Italy,IT,Europe
CSM,Czermin,Poland,PL,Europe
CSM,Casal do Marco,Portugal,PT,Europe
CSM,Caldes de Montbui,Spain,ES,Europe
CSM,Chezard-St-Martin,Switzerland,CH,Europe
CSM,Codford Saint Mary,United Kingdom,GB,Europe
CSN,Capitan Sarmiento,Argentina,AR,South America
CSN,Casa Branca,Brazil,BR,South America
CSN,Clarkson,Canada,CA,North America
CSN,Carrieres-sur-Seine,France,FR,Europe
CSN,Creussen,Germany,DE,Europe
CSN,Casandrino,Italy,IT,Europe
CSN,Czosnow,Poland,PL,Europe
CSN,Cisneros,Spain,ES,Europe
CSN,Cossonay,Switzerland,CH,Europe
CSN,Garston,United Kingdom,GB,Europe
CSN,Carson City,United States,US,North America
CSO,Camp Salerno,Afghanistan,AF,Asia
CSO,Campo Santo,Argentina,AR,South America
CSO,Cordisburgo,Brazil,BR,South America
CSO,Claresholm,Canada,CA,North America
CSO,Chotesov,Czechia,CZ,Europe
CSO,Christianso Havn,Denmark,DK,Europe
CSO,Conques-sur-Orbiel,France,FR,Europe
CSO,Cochstedt,Germany,DE,Europe
CSO,Csorna,Hungary,HU,Europe
CSO,Cassino,Italy,IT,Europe
CSO,Coco Solo,Panama,PA,North America
CSO,Chisoda,Romania,RO,Europe
CSO,Castropol,Spain,ES,Europe
CSO,Caslano,Switzerland,CH,Europe
CSO,Chipping Sodbury,United Kingdom,GB,Europe
CSO,Casnovia,United States,US,North America
CSP,Cosmopolis,Brazil,BR,South America
CSP,Clementsport,Canada,CA,North America
CSP,Carrieres-sous-Poissy,France,FR,Europe
CSP,Csepreg,Hungary,HU,Europe
CSP,Cassano Spinola,Italy,IT,Europe
CSP,Caspe,Spain,ES,Europe
CSP,Chalfont Saint Peter,United Kingdom,GB,Europe
CSP,Cape Spencer,United States,US,North America
CSQ,Canas,Brazil,BR,South America
CSQ,Cranves-Sales,France,FR,Europe
CSQ,Casamassima,Italy,IT,Europe
CSR,Costa Rica,Brazil,BR,South America
CSR,Castor,Canada,CA,North America
CSR,Casuarito,Colombia,CO,South America
CSR,Cousolre,France,FR,Europe
CSR,Christinendorf,Germany,DE,Europe
CSR,Casalecchio di Reno,Italy,IT,Europe
CSR,Cesar,Portugal,PT,Europe
CSR,Casares,Spain,ES,Europe
CSR,Corsier,Switzerland,CH,Europe
CSS,Chabas,Argentina,AR,South America
CSS,Cassilandia,Brazil,BR,South America
CSS,Casselman,Canada,CA,North America
CSS,Crossen (Zwickauer Land),Germany,DE,Europe
CSS,Szegvar,Hungary,HU,Europe
CSS,Casale sul Sile,Italy,IT,Europe
CSS,Cassis,Mauritius,MU,Africa
CSS,Costisa,Romania,RO,Europe
CSS,Coeses,Spain,ES,Europe
CSS,Cressing,United Kingdom,GB,Europe
CSS,Clifton Springs,United States,US,North America
CST,Cinco Saltos,Argentina,AR,South America
CST,Coldstream,Australia,AU,Oceania
CST,Cristalina,Brazil,BR,South America
CST,Chester,Canada,CA,North America
CST,Constitucion,Chile,CL,South America
CST,Castkov,Czechia,CZ,Europe
CST,Castaway,Fiji,FJ,Oceania
CST,Custines,France,FR,Europe
CST,Christes,Germany,DE,Europe
CST,Csaszartoltes,Hungary,HU,Europe
CST,Chinchwad Station,India,IN,Asia
CST,Caserta,Italy,IT,Europe
CST,Charles Town,Jamaica,JM,North America
CST,Costesti,Moldova,MD,Europe
CST,Castanas,Philippines,PH,Asia
CST,Crestuma,Portugal,PT,Europe
CST,Casatejada,Spain,ES,Europe
CST,Cousset,Switzerland,CH,Europe
CST,Chichester,United Kingdom,GB,Europe
CSU,Coronel Sapucaia,Brazil,BR,South America
CSU,La Chapelle-Saint-Aubin,France,FR,Europe
CSU,Csurgo,Hungary,HU,Europe
CSU,Santa Croce sull'Arno,Italy,IT,Europe
CSU,Cornu de Sus,Romania,RO,Europe
CSU,Castelnou,Spain,ES,Europe
CSU,Cadishead,United Kingdom,GB,Europe
CSU,Carsonville,United States,US,North America
CSV,Cardeal da Silva,Brazil,BR,South America
CSV,Caslav,Czechia,CZ,Europe
CSV,Cahuzac-sur-Vere,France,FR,Europe
CSV,Csorvas,Hungary,HU,Europe
CSV,Cesvaine,Latvia,LV,Europe
CSV,Cassa de la Selva,Spain,ES,Europe
CSW,Cerro Grande do Sul,Brazil,BR,South America
CSW,Cookstown,Canada,CA,North America
CSW,La Chaussee-d'Ivry,France,FR,Europe
CSW,Coswig,Germany,DE,Europe
CSW,Casalmorano,Italy,IT,Europe
CSW,Cieszkow,Poland,PL,Europe
CSW,Castletown,United Kingdom,GB,Europe
CSW,Chickamauga,United States,US,North America
CSX,Castlecrag,Australia,AU,Oceania
CSX,Campos Sales,Brazil,BR,South America
CSX,Cuiseaux,France,FR,Europe
CSX,Camposano,Italy,IT,Europe
CSX,Charlevoix,United States,US,North America
CSY,Chrastany,Czechia,CZ,Europe
CSY,Croissy-sur-Seine,France,FR,Europe
CSY,Csolyospalos,Hungary,HU,Europe
CSY,Castello di Godego,Italy,IT,Europe
CSY,Castenray,Netherlands,NL,Europe
CSY,Cheboksary,Russia,RU,Asia
CSY,Caldas de Reis,Spain,ES,Europe
CSZ,Coronel Suarez,Argentina,AR,South America
CSZ,Casinhas,Brazil,BR,South America
CSZ,Craponne-sur-Arzon,France,FR,Europe
CSZ,Csesztreg,Hungary,HU,Europe
CSZ,Castellanza,Italy,IT,Europe
CSZ,Cieszanow,Poland,PL,Europe
CT2,Coustellet,France,FR,Europe
CT2,Capracotta,Italy,IT,Europe
CT2,Colleyville,United States,US,North America
CT3,Cournonterral,France,FR,Europe
CT3,Casciana Terme,Italy,IT,Europe
CT4,Chaillevette,France,FR,Europe
CT4,Canterano,Italy,IT,Europe
CT4,Cottontown,United States,US,North America
CT5,Chateaubourg,France,FR,Europe
CT5,Castellinaldo d'Alba,Italy,IT,Europe
CT5,Castleton,United States,US,North America
CT6,Saint-Clement-sur-Valsonne,France,FR,Europe
CT7,Conthil,France,FR,Europe
CT7,Castronuno,Spain,ES,Europe
CT7,Christiana,United States,US,North America
CT8,Chateauvieux,France,FR,Europe
CT8,Carnate,Italy,IT,Europe
CT8,Centertown,United States,US,North America
CT9,Chatenet,France,FR,Europe
CT9,Castelbello,Italy,IT,Europe
CT9,Cretas,Spain,ES,Europe
CTA,Tabay,Argentina,AR,South America
CTA,Chertal,Belgium,BE,Europe
CTA,Clementina,Brazil,BR,South America
CTA,Cottam,Canada,CA,North America
CTA,Carentan,France,FR,Europe
CTA,Catania,Italy,IT,Europe
CTA,Chita,Japan,JP,Asia
CTA,Catavina,Mexico,MX,North America
CTA,Canta,Peru,PE,South America
CTA,Chitila,Romania,RO,Europe
CTA,Chita,Russia,RU,Asia
CTA,Centa,Serbia,RS,Europe
CTA,Cantoria,Spain,ES,Europe
CTB,Cataby,Australia,AU,Oceania
CTB,Caatiba,Brazil,BR,South America
CTB,Chotysany,Czechia,CZ,Europe
CTB,Cabestany,France,FR,Europe
CTB,Charlottenberg,Germany,DE,Europe
CTB,Castletown Bearhaven,Ireland,IE,Europe
CTB,Carate Brianza,Italy,IT,Europe
CTB,Cristobal,Panama,PA,North America
CTB,Cotobade,Spain,ES,Europe
CTB,Cut Bank,United States,US,North America
CTC,Catamarca,Argentina,AR,South America
CTC,Castle Cove,Australia,AU,Oceania
CTC,Catacora,Bolivia,BO,South America
CTC,Capitao de Campos,Brazil,BR,South America
CTC,Coltauco,Chile,CL,South America
CTC,Moravia,Costa Rica,CR,North America
CTC,Cestice,Czechia,CZ,Europe
CTC,Castelnaud-la-Chapelle,France,FR,Europe
CTC,Casto,Italy,IT,Europe
CTC,Contepec,Mexico,MX,North America
CTC,Cateasca,Romania,RO,Europe
CTC,Cabra del Santo Cristo,Spain,ES,Europe
CTD,Centenario do Sul,Brazil,BR,South America
CTD,Chateaudun,France,FR,Europe
CTD,Castenedolo,Italy,IT,Europe
CTD,Chitre,Panama,PA,North America
CTD,Castro Daire,Portugal,PT,Europe
CTD,City Deep,South Africa,ZA,Africa
CTD,Ciutadilla,Spain,ES,Europe
CTD,Christiansted Saint Croix,U.S. Virgin Islands,VI,North America
CTD,Castle Douglas,United Kingdom,GB,Europe
CTD,Crystal Lake,United States,US,North America
CTE,Cottesloe,Australia,AU,Oceania
CTE,Caete,Brazil,BR,South America
CTE,Charette,Canada,CA,North America
CTE,Canete,Chile,CL,South America
CTE,Ctineves,Czechia,CZ,Europe
CTE,Creteil,France,FR,Europe
CTE,Nachterstedt,Germany,DE,Europe
CTE,Caravate,Italy,IT,Europe
CTE,Carti Tupile,Panama,PA,North America
CTE,Cachtice,Slovakia,SK,Europe
CTE,Cartes,Spain,ES,Europe
CTE,Castione,Switzerland,CH,Europe
CTE,Chester-le-Street,United Kingdom,GB,Europe
CTF,Cidade de Caraguatatuba FPSO,Brazil,BR,South America
CTF,Confort,France,FR,Europe
CTF,Crottendorf,Germany,DE,Europe
CTF,Coatepeque,Guatemala,GT,North America
CTF,Castell'Alfero,Italy,IT,Europe
CTF,Castleford,United Kingdom,GB,Europe
CTG,Cartagena,Colombia,CO,South America
CTG,Marcovia,Honduras,HN,North America
CTG,Casteggio,Italy,IT,Europe
CTG,Cuatrocienegas de Carranza,Mexico,MX,North America
CTG,Cortegada,Spain,ES,Europe
CTG,Cotgrave,United Kingdom,GB,Europe
CTH,Thevenard Island,Australia,AU,Oceania
CTH,Castanheira,Brazil,BR,South America
CTH,Chateau-Thierry,France,FR,Europe
CTH,Casavatore,Italy,IT,Europe
CTH,Cantanhede,Portugal,PT,Europe
CTH,Chatsworth,South Africa,ZA,Africa
CTH,Cleethorpes,United Kingdom,GB,Europe
CTI,Cuito Cuanavale,Angola,AO,Africa
CTI,Cockatoo Island,Australia,AU,Oceania
CTI,Caetite,Brazil,BR,South America
CTI,Carstairs,Canada,CA,North America
CTI,Cotui,Dominican Republic,DO,North America
CTI,Cotacachi,Ecuador,EC,South America
CTI,Catillon-Fumechon,France,FR,Europe
CTI,Chetlat Is,India,IN,Asia
CTI,Caselle Torinese,Italy,IT,Europe
CTI,Campia Turzii,Romania,RO,Europe
CTI,Cobatillas,Spain,ES,Europe
CTI,Chathill,United Kingdom,GB,Europe
CTI,Contoocook,United States,US,North America
CTJ,Catuji,Brazil,BR,South America
CTJ,Catarroja,Spain,ES,Europe
CTK,Conceicao do Tocantins,Brazil,BR,South America
CTK,Castellane,France,FR,Europe
CTK,Citangkil,Indonesia,ID,Asia
CTK,Castelsardo,Italy,IT,Europe
CTK,Celtik,Turkey,TR,Europe
CTL,Castelar,Argentina,AR,South America
CTL,Charleville,Australia,AU,Oceania
CTL,Chatelineau,Belgium,BE,Europe
CTL,Catalao,Brazil,BR,South America
CTL,Chartierville,Canada,CA,North America
CTL,Chateaulin,France,FR,Europe
CTL,Cratloe,Ireland,IE,Europe
CTL,Castelguelfo,Italy,IT,Europe
CTL,Cuautla,Mexico,MX,North America
CTL,Corotelo,Portugal,PT,Europe
CTL,Cantalpino,Spain,ES,Europe
CTL,Catfield,United Kingdom,GB,Europe
CTM,Canutama,Brazil,BR,South America
CTM,Contulmo,Chile,CL,South America
CTM,Chaotianmen,China,CN,Asia
CTM,Catarama,Ecuador,EC,South America
CTM,La Chapelle-Saint-Martin,France,FR,Europe
CTM,Castelminio,Italy,IT,Europe
CTM,Chetumal,Mexico,MX,North America
CTM,Castillejo de Mesleon,Spain,ES,Europe
CTM,Chatham,United Kingdom,GB,Europe
CTN,Chetouane,Algeria,DZ,Africa
CTN,Cooktown,Australia,AU,Oceania
CTN,Colatina,Brazil,BR,South America
CTN,Saint-Celestin,Canada,CA,North America
CTN,Cuntan,China,CN,Asia
CTN,Castelsarrasin,France,FR,Europe
CTN,Castletown,Ireland,IE,Europe
CTN,Castletown,Isle of Man,IM,Europe
CTN,Castagnaro,Italy,IT,Europe
CTN,Contern,Luxembourg,LU,Europe
CTN,Cuautitlan,Mexico,MX,North America
CTN,Carterton,New Zealand,NZ,Oceania
CTN,Constanti,Spain,ES,Europe
CTN,Castletown Caithness,United Kingdom,GB,Europe
CTN,Colts Neck,United States,US,North America
CTN,Chau Thanh,Vietnam,VN,Asia
CTO,Catrilo,Argentina,AR,South America
CTO,Caetanopolis,Brazil,BR,South America
CTO,Cape Tormentine,Canada,CA,North America
CTO,Ceton,France,FR,Europe
CTO,Castellarano,Italy,IT,Europe
CTO,Callantsoog,Netherlands,NL,Europe
CTO,Cestona,Spain,ES,Europe
CTO,Carshalton,United Kingdom,GB,Europe
CTP,Carutapera,Brazil,BR,South America
CTP,Cattenieres,France,FR,Europe
CTP,Castelplanio,Italy,IT,Europe
CTP,Chitipa,Malawi,MW,Africa
CTP,Coatepac,Mexico,MX,North America
CTP,Caldas das Taipas,Portugal,PT,Europe
CTP,Eastern Cape,South Africa,ZA,Africa
CTP,Cantalapiedra,Spain,ES,Europe
CTP,Caythorpe,United Kingdom,GB,Europe
CTQ,Canteleu,France,FR,Europe
CTQ,Cantello,Italy,IT,Europe
CTQ,Castanares,Spain,ES,Europe
CTQ,Chalton,United Kingdom,GB,Europe
CTR,Cattle Creek,Australia,AU,Oceania
CTR,Castro,Brazil,BR,South America
CTR,Chestermere,Canada,CA,North America
CTR,Ceska Trebova,Czechia,CZ,Europe
CTR,Chantereine,France,FR,Europe
CTR,Casteltownroche,Ireland,IE,Europe
CTR,Castellammare del Golfo,Italy,IT,Europe
CTR,Centro,Mexico,MX,North America
CTR,Catral,Spain,ES,Europe
CTR,Contra,Switzerland,CH,Europe
CTR,Cifteler,Turkey,TR,Europe
CTR,Caterham,United Kingdom,GB,Europe
CTR,Carter Lake,United States,US,North America
CTS,Colinas do Tocantins,Brazil,BR,South America
CTS,Coutts,Canada,CA,North America
CTS,Castillonnes,France,FR,Europe
CTS,Caltanissetta,Italy,IT,Europe
CTS,Catbalogan Samar,Philippines,PH,Asia
CTS,Cristuru Secuiesc,Romania,RO,Europe
CTS,Casetas,Spain,ES,Europe
CTS,Charles Town,United States,US,North America
CTT,Cottles Bridge,Australia,AU,Oceania
CTT,Cruz do Espirito Santo,Brazil,BR,South America
CTT,Castleton,Canada,CA,North America
CTT,Le Castellet,France,FR,Europe
CTT,Schonstett,Germany,DE,Europe
CTT,Ciputat,Indonesia,ID,Asia
CTT,Clontibret,Ireland,IE,Europe
CTT,Crocetta,Italy,IT,Europe
CTT,Colonia Catuete,Paraguay,PY,South America
CTT,City Centre,South Africa,ZA,Africa
CTT,Castelltercol,Spain,ES,Europe
CTT,Cotterstock,United Kingdom,GB,Europe
CTT,Centerport,United States,US,North America
CTU,Crateus,Brazil,BR,South America
CTU,Chatou,France,FR,Europe
CTU,Ciudad Tecun Uman,Guatemala,GT,North America
CTU,Castelnuovo Magra,Italy,IT,Europe
CTU,Castuera,Spain,ES,Europe
CTU,Citrus Heights,United States,US,North America
CTV,Catanduvas,Brazil,BR,South America
CTV,Ctverin,Czechia,CZ,Europe
CTV,Civitella in Val di Chiana,Italy,IT,Europe
CTV,Cativa,Panama,PA,North America
CTV,Cantavir,Serbia,RS,Europe
CTV,Carletonville,South Africa,ZA,Africa
CTV,Cantavieja,Spain,ES,Europe
CTV,Castroville,United States,US,North America
CTW,Catuipe,Brazil,BR,South America
CTW,Carnoet,France,FR,Europe
CTW,Churchtown,Ireland,IE,Europe
CTW,Cheddleton,United Kingdom,GB,Europe
CTX,Catarina,Brazil,BR,South America
CTX,Colli del Tronto,Italy,IT,Europe
CTX,Cotaxtla,Mexico,MX,North America
CTX,Calverton,United Kingdom,GB,Europe
CTY,Corumbatai,Brazil,BR,South America
CTY,Chertsey,Canada,CA,North America
CTY,Chovotiny,Czechia,CZ,Europe
CTY,Castelnaudary,France,FR,Europe
CTY,Castrovirreyna,Peru,PE,South America
CTY,Courtelary,Switzerland,CH,Europe
CTY,Cross City,United States,US,North America
CTZ,Cristinapolis,Brazil,BR,South America
CTZ,Gizzeria,Italy,IT,Europe
CTZ,Cortazar,Mexico,MX,North America
CU2,Coulmiers,France,FR,Europe
CU2,Cunevo,Italy,IT,Europe
CU2,Clute,United States,US,North America
CU3,Campneuseville,France,FR,Europe
CU3,Chiusano di San Domenico,Italy,IT,Europe
CU4,Cusy,France,FR,Europe
CU4,Carate Urio,Italy,IT,Europe
CU4,Chunchula,United States,US,North America
CU5,Couteuges,France,FR,Europe
CU5,Cuyahoga Heights,United States,US,North America
CU6,Cambligneul,France,FR,Europe
CU6,Colesburg,United States,US,North America
CU7,Chalus,France,FR,Europe
CU8,Cunac,France,FR,Europe
CU8,Cizurquil,Spain,ES,Europe
CU8,Curbar,United Kingdom,GB,Europe
CU8,Curryville,United States,US,North America
CU9,Charny-sur-Meuse,France,FR,Europe
CU9,Chiusa,Italy,IT,Europe
CU9,Country Club Hills,United States,US,North America
CUA,Curaca,Brazil,BR,South America
CUA,Chunhua,China,CN,Asia
CUA,Cumbaya,Ecuador,EC,South America
CUA,Contamine-sur-Arve,France,FR,Europe
CUA,Casapulla,Italy,IT,Europe
CUA,Ciudad Constitucion,Mexico,MX,North America
CUA,Churra,Spain,ES,Europe
CUA,Cuan Ferry Seil,United Kingdom,GB,Europe
CUA,Cuba,United States,US,North America
CUA,Cantaura,Venezuela,VE,South America
CUA,Cua Lo,Vietnam,VN,Asia
CUB,Caraubas,Brazil,BR,South America
CUB,Curubande,Costa Rica,CR,North America
CUB,Cublize,France,FR,Europe
CUB,Castelnuovo Berardenga,Italy,IT,Europe
CUB,Culemborg,Netherlands,NL,Europe
CUB,Cuba,Portugal,PT,Europe
CUB,Cubelles,Spain,ES,Europe
CUB,Cubuklu,Turkey,TR,Europe
CUB,Church Bay Rathlin Island,United Kingdom,GB,Europe
CUC,Caucaia,Brazil,BR,South America
CUC,Cucuta,Colombia,CO,South America
CUC,Cuincy,France,FR,Europe
CUC,Cucunati,Panama,PA,North America
CUC,Cucujaes,Portugal,PT,Europe
CUC,Ciruelos De Coca,Spain,ES,Europe
CUC,Counce,United States,US,North America
CUD,Caloundra,Australia,AU,Oceania
CUD,Canudos,Brazil,BR,South America
CUD,Caudan,France,FR,Europe
CUD,Chursdorf bei Schleiz,Germany,DE,Europe
CUD,Cornuda,Italy,IT,Europe
CUD,Cuarte de Huerva,Spain,ES,Europe
CUD,Cudrefin,Switzerland,CH,Europe
CUD,Cuddington,United Kingdom,GB,Europe
CUD,Cudahy,United States,US,North America
CUE,Caucete,Argentina,AR,South America
CUE,Cataguases,Brazil,BR,South America
CUE,Cuenca,Ecuador,EC,South America
CUE,Cuers,France,FR,Europe
CUE,Clusone,Italy,IT,Europe
CUE,Cuencame,Mexico,MX,North America
CUE,Cuenca,Philippines,PH,Asia
CUE,Cuenca,Spain,ES,Europe
CUE,Cushendun,United Kingdom,GB,Europe
CUF,Crugola di Mornago,Italy,IT,Europe
CUF,Cloughfold,United Kingdom,GB,Europe
CUF,Cut and Shoot,United States,US,North America
CUG,Cudal,Australia,AU,Oceania
CUG,Camutanga,Brazil,BR,South America
CUG,Cugnaux,France,FR,Europe
CUG,Cureggio,Italy,IT,Europe
CUG,Calubian Leyte,Philippines,PH,Asia
CUG,Cugy,Switzerland,CH,Europe
CUG,Curbridge,United Kingdom,GB,Europe
CUH,Cunha,Brazil,BR,South America
CUH,Chatillon-sur-Thouet,France,FR,Europe
CUH,Curragh,Ireland,IE,Europe
CUH,Cuautinchan,Mexico,MX,North America
CUH,Culham,United Kingdom,GB,Europe
CUI,Cuio,Angola,AO,Africa
CUI,Curtis Island,Australia,AU,Oceania
CUI,Chui,Brazil,BR,South America
CUI,Currillo,Colombia,CO,South America
CUI,Cuisery,France,FR,Europe
CUI,Cuilapa,Guatemala,GT,North America
CUI,Cuvio,Italy,IT,Europe
CUI,Cuitlahuac,Mexico,MX,North America
CUI,Curwensville,United States,US,North America
CUJ,Chabeuil,France,FR,Europe
CUJ,Cuajimalpa,Mexico,MX,North America
CUJ,Culion,Philippines,PH,Asia
CUJ,Cueva Bermeja,Spain,ES,Europe
CUJ,Cumbria,United Kingdom,GB,Europe
CUJ,Cuyahoga Falls,United States,US,North America
CUK,Caye Caulker,Belize,BZ,North America
CUK,Catus,France,FR,Europe
CUK,Cursdorf,Germany,DE,Europe
CUK,Kutchan,Japan,JP,Asia
CUK,Cukai,Malaysia,MY,Asia
CUL,Columboola,Australia,AU,Oceania
CUL,Culpina,Bolivia,BO,South America
CUL,Crissiumal,Brazil,BR,South America
CUL,Cultus Lake,Canada,CA,North America
CUL,Chrastava,Czechia,CZ,Europe
CUL,Coulogne,France,FR,Europe
CUL,Clausthal,Germany,DE,Europe
CUL,Cuyamel,Honduras,HN,North America
CUL,Crusinallo,Italy,IT,Europe
CUL,Culiacan,Mexico,MX,North America
CUL,Cuellar,Spain,ES,Europe
CUL,Cully,Switzerland,CH,Europe
CUL,Cullompton,United Kingdom,GB,Europe
CUL,Cullman,United States,US,North America
CUM,Cujubim,Brazil,BR,South America
CUM,Cumberland Bay,Canada,CA,North America
CUM,Chumen,China,CN,Asia
CUM,Cour-Cheverny,France,FR,Europe
CUM,Cumlosen,Germany,DE,Europe
CUM,Cumiana,Italy,IT,Europe
CUM,Cuautla Morelos,Mexico,MX,North America
CUM,Cumbraes,United Kingdom,GB,Europe
CUM,Cumana,Venezuela,VE,South America
CUN,Caufield North,Australia,AU,Oceania
CUN,Currais Novos,Brazil,BR,South America
CUN,Chebogue Point,Canada,CA,North America
CUN,Cunco,Chile,CL,South America
CUN,Chencun,China,CN,Asia
CUN,Coueron,France,FR,Europe
CUN,Cuneo,Italy,IT,Europe
CUN,Cancun,Mexico,MX,North America
CUN,Catanauan,Philippines,PH,Asia
CUN,Cunupia,Trinidad and Tobago,TT,North America
CUN,Cullen,United Kingdom,GB,Europe
CUN,Conover,United States,US,North America
CUO,Cubatao,Brazil,BR,South America
CUO,Caruru,Colombia,CO,South America
