id,locode,city_name,country_code,country_name
0,CRE,Carnegie,US,United States
1,CVA,Castro Valley,US,United States
2,CEA,Celina,US,United States
3,CKE,Cherokee,US,United States
4,CKU,Clarks Summit,US,United States
5,CLK,Claverack,US,United States
6,CYT,Clayton,US,United States
7,CVS,Clovis,US,United States
8,CWA,Coldwater,US,United States
9,COF,Colfax,US,United States
10,CWO,Colwich,US,United States
11,CPS,Cosmopolis,US,United States
12,DLF,De Leon Springs,US,United States
13,DPA,Deerpark,US,United States
14,DWH,Dilworth,US,United States
15,DGL,Douglassville,US,United States
16,DNT,Downingtown,US,United States
17,DYS,Dyer,US,United States
18,EBR,East Brunswick,US,United States
19,EFD,Eastford,US,United States
20,EDF,Edgefield,US,United States
21,EDW,Edwardsville,US,United States
22,EGE,Elgin,US,United States
23,EIL,Elsie,US,United States
24,END,Endeavor,US,United States
25,FCH,Fitchville,US,United States
26,FLX,Florence,US,United States
27,FCT,Ford City,US,United States
28,FOE,Forestville,US,United States
29,GGW,Glasgow,US,United States
30,GLR,Glassboro,US,United States
31,GFA,Granite Falls,US,United States
32,GRK,Grant Park,US,United States
33,GNY,Greenville,US,United States
34,HIK,Highland Heights,US,United States
35,HBB,Hilbert,US,United States
36,HSH,Hollis,US,United States
37,HUA,Huber,US,United States
38,HUJ,Hurt,US,United States
39,HUT,Hutchinson,US,United States
40,JLX,Jonesville,US,United States
41,JSL,Joslin,US,United States
42,JCC,Junction City,US,United States
43,JPT,Jupiter,US,United States
44,KYO,Kenton,US,United States
45,LSV,Leesville,US,United States
46,LNA,Linden,US,United States
47,LOU,Louise,US,United States
48,LUK,Luke,US,United States
49,MAC,Macon,US,United States
50,MDA,Madelia,US,United States
51,MRI,Mariemont,US,United States
52,MMT,Martin,US,United States
53,MCF,McFarland,US,United States
54,MHV,Mechanicville,US,United States
55,MTX,Memphis,US,United States
56,MER,Merrick,US,United States
57,MDW,Middleton,US,United States
58,MIB,Midlothian,US,United States
59,MYF,Midway,US,United States
60,MWC,Midway City,US,United States
61,MIQ,Milan,US,United States
62,MUV,Mountain Top,US,United States
63,MUL,Mountain View,US,United States
64,NPA,Nampa,US,United States
65,NES,Nesconset,US,United States
66,NGP,New Egypt,US,United States
67,NKX,New Knoxville,US,United States
68,NGW,Niagara,US,United States
69,NCQ,Nice,US,United States
70,NOH,North Haven,US,United States
71,OBE,Obetz,US,United States
72,ONP,Ono,US,United States
73,PIB,Pontiac,US,United States
74,RIR,Riddle,US,United States
75,RLI,Rio Linda,US,United States
76,RTN,Rittman,US,United States
77,RZH,Rose Hill,US,United States
78,SMD,San Marino,US,United States
79,SCF,Sanford,US,United States
80,SVN,Severn,US,United States
81,SZN,Shannon,US,United States
82,SMF,Smithfield,US,United States
83,SDF,Smiths Creek,US,United States
84,SDM,South El Monte,US,United States
85,SSF,Southard,US,United States
86,SPX,Sparta,US,United States
87,TMB,Timberville,US,United States
88,WRB,Warner Robins,US,United States
89,WHH,Warrensville Heights,US,United States
90,WYB,Waynesboro,US,United States
91,WBW,West Bridgewater,US,United States
92,WWS,Whitehouse,US,United States
93,WDY,Woodbury,US,United States
94,PTP,Pointe-à-Pitre,GP,Guadeloupe
95,BDV,Kota Marudu,MY,Malaysia
96,LBU,Labuan,MY,Malaysia
97,ZDK,Lyttelton,ZA,South Africa
98,WSO,Wangen bei Olten,CH,Switzerland
99,GYS,Guangyuan,CN,China
100,YTN,Yantian,CN,China
101,CLD,Clare Island,IE,Ireland
102,PER,Port Erin,IM,Isle of Man
103,BLU,Bilaspur,IN,India
104,ABS,Abbadia San Salvatore,IT,Italy
105,AIN,Avigliano,IT,Italy
106,RGD,Bereguardo,IT,Italy
107,VRS,Caronno Varesino,IT,Italy
108,LSC,Casaluce,IT,Italy
109,CD5,Cedegolo,IT,Italy
110,CZ6,Cravanzana,IT,Italy
111,CUM,Cumiana,IT,Italy
112,ME6,Melissa,IT,Italy
113,5SM,Sellia Marina,IT,Italy
114,TML,Talamello,IT,Italy
115,V2D,Valdaro,IT,Italy
116,V2O,Vezza D'Oglio,IT,Italy
117,BIZ,Bizen,JP,Japan
118,FUN,Furano,JP,Japan
119,GTO,Goto,JP,Japan
120,VER,Veracruz,NI,Nicaragua
121,KST,Kostrzyn,PL,Poland
122,PAY,Psary,PL,Poland
123,FDM,Fernando De La Mora,PY,Paraguay
124,MIJ,Mija,RO,Romania
125,LAT,Lata,SB,Solomon Islands
126,GRC,Garacad,SO,Somalia
127,AU7,Augusta,US,United States
128,M2J,Mc David,US,United States
129,S2O,Strawberry,US,United States
130,AWE,Al Aweer,AE,United Arab Emirates
131,LNS,Letnitsa,BG,Bulgaria
132,CCS,Chuchungsa,BT,Bhutan
133,GLU,Gelephu,BT,Bhutan
134,JOM,Jomotshangkha,BT,Bhutan
135,LMZ,Lhamoizingkha,BT,Bhutan
136,NYP,Nyonpaling,BT,Bhutan
137,PAS,Pasakha,BT,Bhutan
138,PZT,Pelzomthang (Nganglam),BT,Bhutan
139,PDL,Pendenling,BT,Bhutan
140,PRL,Phuntsho Raptenling,BT,Bhutan
141,SJR,Samdrup Jongkhar,BT,Bhutan
142,SMR,Samrang,BT,Bhutan
143,SAM,Samtse,BT,Bhutan
144,SAR,Sarpang,BT,Bhutan
145,YPT,Yangphelthang,BT,Bhutan
146,LAY,Lower Argyle,CA,Canada
147,BOE,Böttstein,CH,Switzerland
148,RGB,Regensberg,CH,Switzerland
149,WTN,Wittnau,CH,Switzerland
150,ANX,"Anxi,Quanzhou",CN,China
151,UIA,"Hui'an,Quanzhou",CN,China
152,JIM,"Jimei,Xiamen",CN,China
153,QUG,"Quangang,Quanzhou",CN,China
154,YNC,"Yongchun,Quanzhou",CN,China
155,JAR,Jarry,GP,Guadeloupe
156,PAP,Pointe-à-Pitre,GP,Guadeloupe
157,MEE,Maroe,PF,French Polynesia
158,UTU,Uturoa,PF,French Polynesia
159,NGQ,Port of Ngqura,ZA,South Africa
160,HEB,Hebei,CN,China
161,AKE,Akieni,GA,Gabon
162,AWE,Alowe,GA,Gabon
163,BEL,Belleville,GA,Gabon
164,BWN,Biawonque,GA,Gabon
165,BMM,Bitam,GA,Gabon
166,BNG,Bongo,GA,Gabon
167,BGB,Booué,GA,Gabon
168,CLZ,Cap Lopez,GA,Gabon
169,CCB,Cocobeach,GA,Gabon
170,EKU,Equata,GA,Gabon
171,ETA,Etame FPSO,GA,Gabon
172,FOU,Fougamou,GA,Gabon
173,MVB,Franceville,GA,Gabon
174,GAX,Gamba,GA,Gabon
175,IGL,Iguela,GA,Gabon
176,KGB,Kongobouma,GA,Gabon
177,KOU,Koulamoutou,GA,Gabon
178,LBQ,Lambarene,GA,Gabon
179,LTL,Lastoursville,GA,Gabon
180,LCN,Leconi,GA,Gabon
181,LBV,Libreville,GA,Gabon
182,LUC,Lucina,GA,Gabon
183,MKU,Makokou,GA,Gabon
184,MDJ,Mandji,GA,Gabon
185,MGO,Manega,GA,Gabon
186,MYB,Mayoumba,GA,Gabon
187,MBA,Mayumba,GA,Gabon
188,MBC,Mbigou,GA,Gabon
189,MBY,M'bya Terminal,GA,Gabon
190,MDV,Médouneu,GA,Gabon
191,MKB,Mékambo,GA,Gabon
192,MVG,Mevang,GA,Gabon
193,GIM,Miele Mimbale,GA,Gabon
194,MVX,Minvoul,GA,Gabon
195,MZC,Mitzic,GA,Gabon
196,MGX,Moabi,GA,Gabon
197,MFF,Moanda,GA,Gabon
198,MJL,Mouila,GA,Gabon
199,MVE,Mvengué,GA,Gabon
200,KDN,Ndende,GA,Gabon
201,KDJ,Ndjolé,GA,Gabon
202,NKA,Nkan,GA,Gabon
203,NYA,Nyanga,GA,Gabon
204,OGU,Oguandjo Terminal,GA,Gabon
205,OKN,Okondja,GA,Gabon
206,OMB,Omboué,GA,Gabon
207,OUU,Ouanga,GA,Gabon
208,OWE,Owendo,GA,Gabon
209,NGI,Owendo,GA,Gabon
210,OYE,Oyem,GA,Gabon
211,POG,Port Gentil,GA,Gabon
212,ZKM,Sette Cama,GA,Gabon
213,TCT,Tchatamba,GA,Gabon
214,TCH,Tchibanga,GA,Gabon
215,WGY,Wagny,GA,Gabon
216,WNE,Wora Na Ye,GA,Gabon
217,BYS,Abbeystead,GB,United Kingdom
218,ASB,Abbots Bromley,GB,United Kingdom
219,ABB,Abbots Langley,GB,United Kingdom
220,AOM,Abbots Morton,GB,United Kingdom
221,AOT,Abbotsbury,GB,United Kingdom
222,AOL,Abbotsley,GB,United Kingdom
223,ABS,Aber Sôch (Abersoch),GB,United Kingdom
224,ABA,Aberaeron,GB,United Kingdom
225,AOD,Aberbargoed,GB,United Kingdom
226,AEG,Aberbeeg,GB,United Kingdom
227,ACD,Abercanaid,GB,United Kingdom
228,ABC,Abercarn,GB,United Kingdom
229,ARC,Abercastle,GB,United Kingdom
230,ACF,Abercraf,GB,United Kingdom
231,AR9,Abercych,GB,United Kingdom
232,ACY,Abercynon,GB,United Kingdom
233,ABE,Aberdare,GB,United Kingdom
234,ADR,Aberdaron,GB,United Kingdom
235,ABD,Aberdeen,GB,United Kingdom
236,AYD,Aberdour,GB,United Kingdom
237,ABV,Aberdovey,GB,United Kingdom
238,ABF,Aberdyfi (Aberdovey),GB,United Kingdom
239,AFY,Aberfeldy,GB,United Kingdom
240,AFW,Aberffraw,GB,United Kingdom
241,AFE,Aberfoyle,GB,United Kingdom
242,AGY,Abergavenny,GB,United Kingdom
243,AEE,Abergele,GB,United Kingdom
244,AGG,Abergwyngregyn,GB,United Kingdom
245,AED,Aberlady,GB,United Kingdom
246,ABL,Aberlour,GB,United Kingdom
247,ABM,Abermule,GB,United Kingdom
248,ATE,Abernyte,GB,United Kingdom
249,ABP,Aberporth,GB,United Kingdom
250,ABT,Abertillery,GB,United Kingdom
251,AYW,Aberystwyth,GB,United Kingdom
252,AGN,Abingdon,GB,United Kingdom
253,ABN,Abington,GB,United Kingdom
254,ABY,Aboyne,GB,United Kingdom
255,ARZ,Abram,GB,United Kingdom
256,ABG,Abridge,GB,United Kingdom
257,ACR,Accrington,GB,United Kingdom
258,ACA,Acharacle,GB,United Kingdom
259,ACI,A'Chill,GB,United Kingdom
260,ACE,Achiltibuie,GB,United Kingdom
261,AHN,Achnacroish,GB,United Kingdom
262,AKA,Acklam,GB,United Kingdom
263,ACK,Ackworth,GB,United Kingdom
264,AMT,Ackworth Moor Top,GB,United Kingdom
265,ACL,Acle,GB,United Kingdom
266,ACG,Acocks Green/Birmingham,GB,United Kingdom
267,ACN,Acton,GB,United Kingdom
268,ACT,Acton Grange,GB,United Kingdom
269,ATL,Acton Turville,GB,United Kingdom
270,ATO,"Acton, Sudbury",GB,United Kingdom
271,ADA,Adbaston,GB,United Kingdom
272,ADY,Adderbury,GB,United Kingdom
273,ADW,Addiewell,GB,United Kingdom
274,ADD,Addingham,GB,United Kingdom
275,ADI,Addington,GB,United Kingdom
276,ADN,Addlestone,GB,United Kingdom
277,APE,Addlethopre,GB,United Kingdom
278,ALO,Adlington,GB,United Kingdom
279,ADL,Adlington,GB,United Kingdom
280,ADO,Admaston,GB,United Kingdom
281,JDV,Adversane,GB,United Kingdom
282,AKS,Adwick le Street,GB,United Kingdom
283,AGH,Aghadowey,GB,United Kingdom
284,ZHG,Ahoghill,GB,United Kingdom
285,AWR,Ailsworth,GB,United Kingdom
286,AIN,Aintree,GB,United Kingdom
287,AMR,Aird Ma Ruibhe,GB,United Kingdom
288,ADM,Aird Mhor (Ardmhor),GB,United Kingdom
289,AIR,Airdrie,GB,United Kingdom
290,AII,Airlie,GB,United Kingdom
291,AIH,Airth,GB,United Kingdom
292,AIT,Aith,GB,United Kingdom
293,AOF,Alba Oil Field,GB,United Kingdom
294,ABO,Albourne,GB,United Kingdom
295,ABI,Albrighton,GB,United Kingdom
296,AIG,Albrighton,GB,United Kingdom
297,ACS,Alcester,GB,United Kingdom
298,ALY,Alconbury,GB,United Kingdom
299,AWO,Alconbury Weston,GB,United Kingdom
300,ABH,Aldborough,GB,United Kingdom
301,ADB,Aldbourne,GB,United Kingdom
302,ALU,Aldbury,GB,United Kingdom
303,AOU,Aldebourne,GB,United Kingdom
304,ALB,Aldeburgh,GB,United Kingdom
305,ALH,Aldenham,GB,United Kingdom
306,ALE,Alderley Edge,GB,United Kingdom
307,ALR,Aldermaston,GB,United Kingdom
308,AER,Alderminster,GB,United Kingdom
309,GSR,Aldersgate,GB,United Kingdom
310,ALD,Aldershot,GB,United Kingdom
311,ADH,Aldham,GB,United Kingdom
312,ADT,Aldington,GB,United Kingdom
313,ADG,Aldridge,GB,United Kingdom
314,AW6,Aldworth,GB,United Kingdom
315,ALX,Alexandria,GB,United Kingdom
316,AFO,Alford,GB,United Kingdom
317,ABX,Alford,GB,United Kingdom
318,ALF,Alfreton,GB,United Kingdom
319,AFT,Alfriston,GB,United Kingdom
320,ASE,Allestree,GB,United Kingdom
321,KK6,Allington,GB,United Kingdom
322,GTG,Allington,GB,United Kingdom
323,ALL,Alloa,GB,United Kingdom
324,AL2,Almeley,GB,United Kingdom
325,AOY,Almondsbury,GB,United Kingdom
326,ASS,Alness,GB,United Kingdom
327,ALM,Alnmouth,GB,United Kingdom
328,ALW,Alnwick,GB,United Kingdom
329,APN,Alperton,GB,United Kingdom
330,APH,Alphington,GB,United Kingdom
331,NAD,Alresford,GB,United Kingdom
332,ARW,Alrewas,GB,United Kingdom
333,ALG,Alsager,GB,United Kingdom
334,ALS,Alston,GB,United Kingdom
335,AHM,Altham,GB,United Kingdom
336,ALP,Althorpe,GB,United Kingdom
337,ALN,Alton,GB,United Kingdom
338,ALQ,Alton,GB,United Kingdom
339,ACM,Altrincham,GB,United Kingdom
340,ALA,Alva,GB,United Kingdom
341,AVH,Alvechurch,GB,United Kingdom
342,AVL,Alveley,GB,United Kingdom
343,ALV,Alveston,GB,United Kingdom
344,ALT,Alyth,GB,United Kingdom
345,AMG,Ambergate,GB,United Kingdom
346,AMB,Amble,GB,United Kingdom
347,AML,Ambleside,GB,United Kingdom
348,AME,Amersham,GB,United Kingdom
349,AMS,Amesbury,GB,United Kingdom
350,AMW,Amlwch,GB,United Kingdom
351,AMM,Ammanford,GB,United Kingdom
352,AM9,Ampfield,GB,United Kingdom
353,AMP,Ampthill,GB,United Kingdom
354,ANA,Anasuria,GB,United Kingdom
355,AN2,Ancaster,GB,United Kingdom
356,AN9,Anderton,GB,United Kingdom
357,AVR,Andover,GB,United Kingdom
358,ADV,Andoversford,GB,United Kingdom
359,VLY,Anglesey,GB,United Kingdom
360,ANB,Anlaby,GB,United Kingdom
361,ANG,Annalong,GB,United Kingdom
362,ANN,Annan,GB,United Kingdom
363,ANE,Annesley,GB,United Kingdom
364,ANW,Annesley Woodhouse,GB,United Kingdom
365,ANP,Annfield Plain,GB,United Kingdom
366,ANS,Anstruther,GB,United Kingdom
367,AW3,Ansty,GB,United Kingdom
368,ATY,Ansty,GB,United Kingdom
369,ANT,Antrim,GB,United Kingdom
370,AYB,Apperley Bridge,GB,United Kingdom
371,API,Appin,GB,United Kingdom
372,AZV,Appleby,GB,United Kingdom
373,AP2,Appleby,GB,United Kingdom
374,APS,Applecross,GB,United Kingdom
375,APP,Appledore,GB,United Kingdom
376,APL,Appleton,GB,United Kingdom
377,APT,Appleton Thorn,GB,United Kingdom
378,ABR,Appley Bridge,GB,United Kingdom
379,AOE,Arboe (Ardboe),GB,United Kingdom
380,ARB,Arbroath,GB,United Kingdom
381,DBG,Ardbeg,GB,United Kingdom
382,AET,Ardentinny,GB,United Kingdom
383,ARS,Ardersier,GB,United Kingdom
384,ADF,Ardfern,GB,United Kingdom
385,AGL,Ardglass,GB,United Kingdom
386,AGU,Ardgour,GB,United Kingdom
387,ADK,Ardkeen,GB,United Kingdom
388,RDY,Ardley,GB,United Kingdom
389,AMH,Ardmaleish,GB,United Kingdom
390,GIG,"Ardminish, Gigha Island",GB,United Kingdom
391,AGW,Ardnagowan,GB,United Kingdom
392,AMN,Ardnamurchan,GB,United Kingdom
393,ASG,Ardrishaig,GB,United Kingdom
394,ARD,Ardrossan,GB,United Kingdom
395,ADE,Ardsley East = Ardsley,GB,United Kingdom
396,ARV,Ardveenish,GB,United Kingdom
397,MDI,Ardwick,GB,United Kingdom
398,DYN,Ardyne,GB,United Kingdom
399,GYL,Argyll,GB,United Kingdom
400,AGO,Arinagour,GB,United Kingdom
401,ARG,Arisaig,GB,United Kingdom
402,AHO,Arkholme,GB,United Kingdom
403,ASY,Arlesey,GB,United Kingdom
404,AEY,Arley,GB,United Kingdom
405,ALI,Arlington,GB,United Kingdom
406,ARE,Armadale,GB,United Kingdom
407,AMD,"Armadale, Isle of Skye",GB,United Kingdom
408,ARM,Armagh,GB,United Kingdom
409,ANH,Arminghall,GB,United Kingdom
410,ARI,Armitage,GB,United Kingdom
411,ATP,Armthorpe,GB,United Kingdom
412,ARN,Arnesby,GB,United Kingdom
413,RAA,Arnish,GB,United Kingdom
414,ARO,Arnold,GB,United Kingdom
415,NAR,Arran,GB,United Kingdom
416,ARR,Arrington,GB,United Kingdom
417,AOH,Arrochar,GB,United Kingdom
418,ATG,Arthog,GB,United Kingdom
419,ART,Artigarvan,GB,United Kingdom
420,ARU,Arundel,GB,United Kingdom
421,ASC,Ascot,GB,United Kingdom
422,AQO,Ash,GB,United Kingdom
423,AHV,Ash Vale,GB,United Kingdom
424,AHP,Ashampstead,GB,United Kingdom
425,ABK,Ashbocking,GB,United Kingdom
426,ASH,Ashbourne,GB,United Kingdom
427,ABU,Ashburton,GB,United Kingdom
428,ADZ,Ashby de la Zouch,GB,United Kingdom
429,ACU,Ashchurch,GB,United Kingdom
430,AS6,Ashcott,GB,United Kingdom
431,AHL,Asheldham,GB,United Kingdom
432,ASD,Ashford,GB,United Kingdom
433,ASF,Ashford,GB,United Kingdom
434,AST,Ashington,GB,United Kingdom
435,AHG,Ashington,GB,United Kingdom
436,AGR,Ashley,GB,United Kingdom
437,HA2,Ashley,GB,United Kingdom
438,AS9,Ashley,GB,United Kingdom
439,AHE,Ashtead/London,GB,United Kingdom
440,AHT,Ashton,GB,United Kingdom
441,ASM,Ashton in Makerfield,GB,United Kingdom
442,AKY,Ashton Keynes,GB,United Kingdom
443,ASL,Ashton under Lyne,GB,United Kingdom
444,AHS,Ashurst,GB,United Kingdom
445,AWA,Ashwater,GB,United Kingdom
446,ASW,Ashwell,GB,United Kingdom
447,AWP,Ashwellthorpe,GB,United Kingdom
448,AIF,Askam In Furness,GB,United Kingdom
449,ARK,Askern,GB,United Kingdom
450,ASQ,Askham,GB,United Kingdom
451,ALC,Aslacton,GB,United Kingdom
452,ASP,Aspall,GB,United Kingdom
453,AXP,Aspatria,GB,United Kingdom
454,APU,Aspull,GB,United Kingdom
455,ATX,Astley,GB,United Kingdom
456,AAB,Astley Abbotts,GB,United Kingdom
457,2AB,Aston,GB,United Kingdom
458,ASO,Aston,GB,United Kingdom
459,AON,Aston,GB,United Kingdom
460,ASN,Aston,GB,United Kingdom
461,AOW,Aston Cantlow,GB,United Kingdom
462,ATN,Aston Clinton,GB,United Kingdom
463,ASV,Aston Somerville,GB,United Kingdom
464,ATM,Atcham,GB,United Kingdom
465,ATF,Athelstaneford,GB,United Kingdom
466,ATA,Athena FPSO,GB,United Kingdom
467,ATH,Atherstone,GB,United Kingdom
468,ATR,Atherton,GB,United Kingdom
469,ATT,Attenborough,GB,United Kingdom
470,ATC,Attercliffe,GB,United Kingdom
471,AWL,Attleborough,GB,United Kingdom
472,AUK,Auchinleck,GB,United Kingdom
473,AUC,Auchnacraig,GB,United Kingdom
474,ACH,Auchterarder,GB,United Kingdom
475,AHH,Auchterhouse,GB,United Kingdom
476,AMU,Auchtermuchty,GB,United Kingdom
477,AKL,Auckengill,GB,United Kingdom
478,AUD,Audenshaw,GB,United Kingdom
479,WAD,Audlem,GB,United Kingdom
480,ZAA,Augher,GB,United Kingdom
481,AKV,Aughnacloy,GB,United Kingdom
482,AUL,Aultbea,GB,United Kingdom
483,AUS,Austrey,GB,United Kingdom
484,AP3,Authorpe,GB,United Kingdom
485,AVE,Aveley,GB,United Kingdom
486,AIE,Aviemore,GB,United Kingdom
487,AVC,Avoch,GB,United Kingdom
488,AVO,Avonmouth,GB,United Kingdom
489,AXB,Axbridge,GB,United Kingdom
490,AXM,Axminster,GB,United Kingdom
491,AXO,Axmouth,GB,United Kingdom
492,AYF,Aycliffe,GB,United Kingdom
493,AYA,Aylesbeare,GB,United Kingdom
494,AYL,Aylesbury,GB,United Kingdom
495,AYS,Aylesford,GB,United Kingdom
496,AYE,Aylesham,GB,United Kingdom
497,AYT,Aylestone,GB,United Kingdom
498,AYH,Aylsham,GB,United Kingdom
499,AYM,Aymestrey,GB,United Kingdom
500,AY9,Aynho,GB,United Kingdom
501,AYR,Ayr,GB,United Kingdom
502,ACB,Back,GB,United Kingdom
503,BKC,"Backaland, Eday",GB,United Kingdom
504,BAP,Bacup,GB,United Kingdom
505,SGC,Badminton,GB,United Kingdom
506,BGL,Bagillt,GB,United Kingdom
507,BAG,Baginton,GB,United Kingdom
508,AGA,Baglan,GB,United Kingdom
509,BGS,Bagshot,GB,United Kingdom
510,AGE,Bagstone,GB,United Kingdom
511,BWZ,Bagworth,GB,United Kingdom
512,BAI,Baildon,GB,United Kingdom
513,ION,"Baile Mor, Iona",GB,United Kingdom
514,BTI,Bailleston,GB,United Kingdom
515,BKW,Bakewell,GB,United Kingdom
516,BAA,Bala,GB,United Kingdom
517,LPR,Balbeggie,GB,United Kingdom
518,BBN,Balbriggan,GB,United Kingdom
519,BCM,Balcombe,GB,United Kingdom
520,DSN,Balderstone,GB,United Kingdom
521,LDR,Balderton,GB,United Kingdom
522,BDX,Baldirton,GB,United Kingdom
523,BAL,Baldock,GB,United Kingdom
524,BLO,Balerno,GB,United Kingdom
525,BFN,Balfron,GB,United Kingdom
526,BLI,Balintore,GB,United Kingdom
527,BCU,Ballachulish,GB,United Kingdom
528,BNR,Ballantrae,GB,United Kingdom
529,BAX,Ballater,GB,United Kingdom
530,BXM,Ballinamallard,GB,United Kingdom
531,DAC,Ballindalloch,GB,United Kingdom
532,LHC,Ballindalloch,GB,United Kingdom
533,BIN,Ballingry,GB,United Kingdom
534,BYP,Ballintoy,GB,United Kingdom
535,BKO,Bally Kelly,GB,United Kingdom
536,BYC,Ballycastle,GB,United Kingdom
537,BAE,Ballyclare,GB,United Kingdom
538,DOR,Ballydorn,GB,United Kingdom
539,BYW,Ballygawley,GB,United Kingdom
540,BGW,Ballygowan,GB,United Kingdom
541,BLG,Ballygown,GB,United Kingdom
542,ZLY,Ballygrant,GB,United Kingdom
543,BHB,Ballyhalbert,GB,United Kingdom
544,BLR,Ballylumford,GB,United Kingdom
545,LMN,Ballymartin,GB,United Kingdom
546,BYM,Ballymena,GB,United Kingdom
547,BLM,Ballymoney,GB,United Kingdom
548,BLH,Ballynahinch,GB,United Kingdom
549,LYW,Ballywalter,GB,United Kingdom
550,BMC,Balmacara,GB,United Kingdom
551,MMI,Balmedie,GB,United Kingdom
552,BM9,Balmoral,GB,United Kingdom
553,LBC,Balnabruaich,GB,United Kingdom
554,BAC,Balsall Common,GB,United Kingdom
555,BHE,Balsall Heath,GB,United Kingdom
556,BSN,Baltasound,GB,United Kingdom
557,BAW,Baltic Wharf,GB,United Kingdom
558,BVR,Balvicar,GB,United Kingdom
559,BMB,Bamberbridge,GB,United Kingdom
560,AMF,Bamford,GB,United Kingdom
561,BPD,Bampton,GB,United Kingdom
562,MPT,Bampton,GB,United Kingdom
563,BBG,Banbridge,GB,United Kingdom
564,BAB,Banbury,GB,United Kingdom
565,BNC,Banchory,GB,United Kingdom
566,BDK,Banchory - Devenick,GB,United Kingdom
567,BFF,Banff,GB,United Kingdom
568,BOF,Banff Offshore,GB,United Kingdom
569,BAN,Bangor,GB,United Kingdom
570,BNG,Bangor,GB,United Kingdom
571,WGR,Bangor-is-y-coed,GB,United Kingdom
572,AKF,Bankfoot,GB,United Kingdom
573,BQK,Banks,GB,United Kingdom
574,BKB,Bannockburn,GB,United Kingdom
575,BSA,Banstead,GB,United Kingdom
576,RHL,Bar Hill,GB,United Kingdom
577,RLG,Bar Light,GB,United Kingdom
578,BCE,Barcaldine,GB,United Kingdom
579,ARY,Bardney,GB,United Kingdom
580,BVY,Bardon,GB,United Kingdom
581,BHI,Bardon Hill,GB,United Kingdom
582,BDZ,Bardsea,GB,United Kingdom
583,BYA,Bardsley,GB,United Kingdom
584,BGO,Bargoed,GB,United Kingdom
585,LBK,Barking,GB,United Kingdom
586,BKG,Barking/London,GB,United Kingdom
587,BK9,Barkisland,GB,United Kingdom
588,BK7,Barkston,GB,United Kingdom
589,XBR,Barlaston,GB,United Kingdom
590,BLZ,Barlborough,GB,United Kingdom
591,RLB,Barlby,GB,United Kingdom
592,BT3,Barlestone,GB,United Kingdom
593,BBM,Barmby Moor,GB,United Kingdom
594,BMU,Barmouth,GB,United Kingdom
595,ABW,Barmouth (Abermaw),GB,United Kingdom
596,KNB,Barnack,GB,United Kingdom
597,ANC,Barnacle,GB,United Kingdom
598,BCA,Barnard Castle,GB,United Kingdom
599,BAR,Barnes,GB,United Kingdom
600,BHS,Barnet,GB,United Kingdom
601,LNN,Barnetby le Wold,GB,United Kingdom
602,BTB,Barnetby-le-Wold,GB,United Kingdom
603,AXN,Barnham,GB,United Kingdom
604,BDB,Barnoldby le Beck,GB,United Kingdom
605,BAK,Barnoldswick,GB,United Kingdom
606,BGE,Barns Green,GB,United Kingdom
607,BSY,Barnsley,GB,United Kingdom
608,BND,Barnstaple,GB,United Kingdom
609,BBX,Barnstone,GB,United Kingdom
610,BRR,Barra,GB,United Kingdom
611,BAH,Barrhead,GB,United Kingdom
612,AGT,Barrington,GB,United Kingdom
613,B4R,Barrow,GB,United Kingdom
614,BIF,Barrow in Furness,GB,United Kingdom
615,BUO,Barrow On Soar,GB,United Kingdom
616,BWU,Barrow upon Trent,GB,United Kingdom
617,BAF,Barrowford,GB,United Kingdom
618,BHR,Barrow-upon-Humber,GB,United Kingdom
619,BYG,Barry,GB,United Kingdom
620,BAD,Barry Dock,GB,United Kingdom
621,BNJ,Barston,GB,United Kingdom
622,BJT,Bartestree,GB,United Kingdom
623,QRA,Bartley,GB,United Kingdom
624,BNM,Barton,GB,United Kingdom
625,BBD,Barton Bendish,GB,United Kingdom
626,BCY,Barton in the Clay,GB,United Kingdom
627,BAZ,Barton on Sea,GB,United Kingdom
628,BTC,Barton Stacey,GB,United Kingdom
629,BNH,Barton upon Humber,GB,United Kingdom
630,BNO,Barton-under-Needwood,GB,United Kingdom
631,RWA,Barway,GB,United Kingdom
632,BRL,Barwell,GB,United Kingdom
633,BAO,Bascote,GB,United Kingdom
634,BAS,Basildon,GB,United Kingdom
635,BGK,Basingstoke,GB,United Kingdom
636,BDG,Bason Bridge,GB,United Kingdom
637,BSF,Bassingfield,GB,United Kingdom
638,BXF,Bassingham,GB,United Kingdom
639,RSR,Baston,GB,United Kingdom
640,BTM,Bath,GB,United Kingdom
641,AMO,Bathampton,GB,United Kingdom
642,BTF,Bathford,GB,United Kingdom
643,BTH,Bathgate,GB,United Kingdom
644,BAY,Batley,GB,United Kingdom
645,BTT,Battersea,GB,United Kingdom
646,BTE,Battle,GB,United Kingdom
647,BAT,Battlesbridge,GB,United Kingdom
648,BT9,Baughurst,GB,United Kingdom
649,BAU,Baulking,GB,United Kingdom
650,UMR,Baumber,GB,United Kingdom
651,BWB,Bawburgh,GB,United Kingdom
652,BWT,Bawtry,GB,United Kingdom
653,CBX,Baxenden,GB,United Kingdom
654,BEA,Beaconsfield,GB,United Kingdom
655,BQX,Beadnell,GB,United Kingdom
656,JBH,Beamhurst,GB,United Kingdom
657,BMN,Beaminster,GB,United Kingdom
