id,locode,city_name,country_code,country_name
16896,SA3,Sant'Agnello,IT,Italy
16897,ZUA,Sant'Agostino,IT,Italy
16898,SAS,Sant'Albano Stura,IT,Italy
16899,IIA,Sant'Alessio,IT,Italy
16900,ACV,Sant'Alessio con Vialone,IT,Italy
16901,FFC,Sant'Alfio,IT,Italy
16902,MBO,Sant'Ambrogio di Torino,IT,Italy
16903,XAV,Sant'Ambrogio di Valpolicella,IT,Italy
16904,S2N,Sant'Anastasia,IT,Italy
16905,SD3,Sant'Anatolia di Narco,IT,Italy
16906,TTV,Santandrà,IT,Italy
16907,SAC,Sant'Andrea in Casale,IT,Italy
16908,STA,Sant'Angelo a Scala,IT,Italy
16909,LTT,Sant'Angelo all'Esca,IT,Italy
16910,ANJ,Sant'Angelo di Piove di Sacco,IT,Italy
16911,SGZ,Sant'Angelo In Lizzola,IT,Italy
16912,NL9,Sant'Angelo in Pontano,IT,Italy
16913,SAX,Sant'Angelo in Vado,IT,Italy
16914,SAF,Sant'Angelo le Fratte,IT,Italy
16915,SOH,Sant'Angelo Lodigiano,IT,Italy
16916,GEL,Sant'Angelo Lomellina,IT,Italy
16917,AAE,Sant'Anna Arresi,IT,Italy
16918,ZYD,Sant'Anna di Rosa,IT,Italy
16919,NNP,Sant'Antimo,IT,Italy
16920,NTA,Sant'Antioco,IT,Italy
16921,SNH,Sant'Antonino,IT,Italy
16922,SA7,Sant'Antonino di Susa,IT,Italy
16923,SAE,Sant'Antonio Abate,IT,Italy
16924,ADP,Sant'Antonio di Pontecagnano,IT,Italy
16925,SQR,Sant'Arcangelo,IT,Italy
16926,STN,Santarcangelo di Romagna,IT,Italy
16927,TTT,Sant'Atto,IT,Italy
16928,EGV,Sant'Egidio alla Vibrata,IT,Italy
16929,EGI,Sant'Egidio Del Monte Albino,IT,Italy
16930,ELN,Sant'Elena,IT,Italy
16931,SN4,Sant'Elena Sannita,IT,Italy
16932,PL5,Sant'Elia a Pianisi,IT,Italy
16933,ELL,Sant'Ellero,IT,Italy
16934,SM6,Sant'elpidio a Mare,IT,Italy
16935,SNE,Santena,IT,Italy
16936,STC,Sant'Eraclio,IT,Italy
16937,SRC,Santeramo in Colle,IT,Italy
16938,SFD,Sant'Eufemia della Fonte,IT,Italy
16939,SHA,Santhià,IT,Italy
16940,DAM,Santi Cosma e Damiano,IT,Italy
16941,SIZ,Sant'Ilario d'Enza,IT,Italy
16942,ZUI,Sant'Ippolito,IT,Italy
16943,SSF,Santo Stefano al Mare,IT,Italy
16944,SSB,Santo Stefano Belbo,IT,Italy
16945,SS2,Santo Stefano del Sole,IT,Italy
16946,TEF,Santo Stefano di Camastra,IT,Italy
16947,QGO,Santo Stefano di Magra,IT,Italy
16948,ZYN,Santo Stefano di Zimella,IT,Italy
16949,OOS,Santo Stefano Roero,IT,Italy
16950,SFC,Santo Stefano Ticino,IT,Italy
16951,9OL,Sant'Olcese,IT,Italy
16952,ZJM,Sant'Omero,IT,Italy
16953,SOB,Sant'Omobono Terme,IT,Italy
16954,NTS,Sant'Oreste,IT,Italy
16955,SQO,Santorso,IT,Italy
16956,BAN,Sant'Urbano,IT,Italy
16957,AON,Saonara,IT,Italy
16958,PRH,Sapri,IT,Italy
16959,SR2,Saracena,IT,Italy
16960,RCD,Sarcedo,IT,Italy
16961,SH2,Sarche Di Calavino,IT,Italy
16962,SRG,Sarego,IT,Italy
16963,BBZ,Sarentino,IT,Italy
16964,EZO,Sarezzo,IT,Italy
16965,IOQ,Sariano,IT,Italy
16966,ARM,Sarmato,IT,Italy
16967,SM5,Sarmede,IT,Italy
16968,SDR,Sarmeola di Rubano,IT,Italy
16969,RNN,Sarnano,IT,Italy
16970,SRI,Sarnico,IT,Italy
16971,SRO,Sarno,IT,Italy
16972,DVX,Sarone,IT,Italy
16973,SRN,Saronno,IT,Italy
16974,PFX,Sarroch (Porto Foxi),IT,Italy
16975,SAK,Sarsina,IT,Italy
16976,SA2,Sarteano,IT,Italy
16977,SAZ,Sarzana,IT,Italy
16978,QLP,Sarzana-Luni Apt,IT,Italy
16979,SA4,Sassano,IT,Italy
16980,QSS,Sassari,IT,Italy
16981,SSL,Sassello,IT,Italy
16982,SST,Sassetta,IT,Italy
16983,SSM,Sasso Marconi,IT,Italy
16984,ASV,Sassocorvaro,IT,Italy
16985,SFO,Sassoferrato,IT,Italy
16986,SSU,Sassuolo,IT,Italy
16987,TAS,Sava,IT,Italy
16988,LLT,Savelletri,IT,Italy
16989,SV4,Saviano,IT,Italy
16990,IGL,Savigliano,IT,Italy
16991,SSP,Savignano sul Panaro,IT,Italy
16992,SSR,Savignano sul Rubicone,IT,Italy
16993,VBO,Savigno,IT,Italy
16994,SAV,Savignone,IT,Italy
16995,ZXH,Savogna d'Isonzo,IT,Italy
16996,SVN,Savona,IT,Italy
16997,SUV,Savorgnano,IT,Italy
16998,SCF,Scafati,IT,Italy
16999,LEA,Scalea,IT,Italy
17000,SLH,Scalenghe,IT,Italy
17001,SCA,Scandiano,IT,Italy
17002,SCC,Scandicci,IT,Italy
17003,SCV,Scandolara Ravara,IT,Italy
17004,XSA,Scansano,IT,Italy
17005,SZJ,Scanzano Jonico,IT,Italy
17006,SZT,Scanzorosciate,IT,Italy
17007,SRH,Scario,IT,Italy
17008,SRL,Scarlino,IT,Italy
17009,RAG,Scarmagno,IT,Italy
17010,SIC,Scarperia,IT,Italy
17011,SCU,Scarzara,IT,Italy
17012,URI,Scauri,IT,Italy
17013,URC,Scauri Alto,IT,Italy
17014,SIP,Scerne di Pineto,IT,Italy
17015,SHO,Schianno,IT,Italy
17016,VXO,Schiavon,IT,Italy
17017,SHI,Schieti,IT,Italy
17018,SCH,Schio,IT,Italy
17019,SCK,Sciacca,IT,Italy
17020,SCI,Scicli,IT,Italy
17021,SLL,Scilla,IT,Italy
17022,SCO,Scoglitti,IT,Italy
17023,S8C,Scomigo,IT,Italy
17024,ZUD,Scoppito,IT,Italy
17025,ZTA,Scordia,IT,Italy
17026,SCZ,Scorzè,IT,Italy
17027,TNS,Scurelle,IT,Italy
17028,XUO,Scurzolengo,IT,Italy
17029,SNO,Seano,IT,Italy
17030,2EL,Seclì,IT,Italy
17031,SZG,Secugnago,IT,Italy
17032,UDS,Sedegliano,IT,Italy
17033,SDO,Sedico,IT,Italy
17034,FQS,Sedini,IT,Italy
17035,SED,Sedriano,IT,Italy
17036,DR9,Sedrina,IT,Italy
17037,SDC,Sega di Cavaion,IT,Italy
17038,GXG,Seggiano,IT,Italy
17039,SDV,Seghe di Velo,IT,Italy
17040,S9R,Segni,IT,Italy
17041,SN8,Segno,IT,Italy
17042,SGE,Segrate,IT,Italy
17043,SEU,Segusino,IT,Italy
17044,ZTD,Selargius,IT,Italy
17045,SLE,Sellero,IT,Italy
17046,LL9,Selva del Montello,IT,Italy
17047,SVY,Selvatelle,IT,Italy
17048,SZZ,Selvazzano Dentro,IT,Italy
17049,SM8,Semonzo,IT,Italy
17050,SEN,Senago,IT,Italy
17051,SEW,Senato Lerici,IT,Italy
17052,XEE,Seneghe,IT,Italy
17053,ZHW,Seniga,IT,Italy
17054,SEG,Senigallia,IT,Italy
17055,PZ8,Senise,IT,Italy
17056,ZPJ,Senna Comasco,IT,Italy
17057,SI9,Senna Lodigiana,IT,Italy
17058,XNN,Sennori,IT,Italy
17059,XOB,Senorbi,IT,Italy
17060,SEO,Sepino,IT,Italy
17061,SVZ,Seravezza,IT,Italy
17062,XAA,Serdiana,IT,Italy
17063,SGO,Seregno,IT,Italy
17064,DGR,Seren Del Grappa,IT,Italy
17065,XSG,Sergnano,IT,Italy
17066,SER,Seriate,IT,Italy
17067,WF2,Serina,IT,Italy
17068,XNO,Serino,IT,Italy
17069,SYD,Sermide,IT,Italy
17070,ETA,Sermoneta,IT,Italy
17071,VSD,Sernaglia della Battaglia,IT,Italy
17072,RRZ,Serra de'Conti,IT,Italy
17073,RRC,Serra Riccò,IT,Italy
17074,ZUQ,Serra San Quirico,IT,Italy
17075,SFS,Serradifalco,IT,Italy
17076,SRR,Serralunga D'alba,IT,Italy
17077,S9G,Serralunga di Crea,IT,Italy
17078,SEM,Serramanna,IT,Italy
17079,ZUY,Serramazzoni,IT,Italy
17080,RES,Serrano,IT,Italy
17081,XRR,Serrapetrona,IT,Italy
17082,SVA,Serravalle,IT,Italy
17083,SEI,Serravalle Pistoiese,IT,Italy
17084,SRV,Serravalle Scrivia,IT,Italy
17085,ZTC,Serravalle Sesia,IT,Italy
17086,RRS,Serre,IT,Italy
17087,ZTK,Serre di Rapolano,IT,Italy
17088,XRO,Serrone,IT,Italy
17089,GAP,Servigliano,IT,Italy
17090,SAU,Sessa Aurunca,IT,Italy
17091,EDM,Sessano del Molise,IT,Italy
17092,SSS,Sesso,IT,Italy
17093,SSK,Sestino,IT,Italy
17094,SBZ,Sesto,IT,Italy
17095,PE4,Sesto al Reghena,IT,Italy
17096,SEE,Sesto Calende,IT,Italy
17097,SC8,Sesto Cremonese,IT,Italy
17098,SUE,Sesto ed Uniti,IT,Italy
17099,STF,Sesto Fiorentino,IT,Italy
17100,SIE,Sesto Imolese,IT,Italy
17101,SSG,Sesto San Giovanni,IT,Italy
17102,SUL,Sesto Ulteriano,IT,Italy
17103,NTE,Sestri Levante,IT,Italy
17104,TPO,Sestri Ponente,IT,Italy
17105,TLA,Settala,IT,Italy
17106,SET,Settecamini,IT,Italy
17107,SEC,Settimello-Calenzano,IT,Italy
17108,STM,Settimo di Pescantina,IT,Italy
17109,STI,Settimo Milanese,IT,Italy
17110,XSP,Settimo San Pietro,IT,Italy
17111,STT,Settimo Torinese,IT,Italy
17112,V9O,Settimo Vittone,IT,Italy
17113,SEV,Seveso,IT,Italy
17114,SZD,Sezzadio,IT,Italy
17115,SEZ,Sezze,IT,Italy
17116,RRV,Sferracavallo,IT,Italy
17117,SGW,Sgonico,IT,Italy
17118,SG9,Sgurgola,IT,Italy
17119,SIO,Siano,IT,Italy
17120,ZBF,Sibari,IT,Italy
17121,SID,Siderno Marina,IT,Italy
17122,SII,Sieci,IT,Italy
17123,SNA,Siena,IT,Italy
17124,GLP,Sigillo,IT,Italy
17125,ZTX,Signa,IT,Italy
17126,EVI,Signoressa,IT,Italy
17127,NSY,Sigonella,IT,Italy
17128,S7O,Silandro,IT,Italy
17129,SEA,Silea,IT,Italy
17130,ZUK,Siliqua,IT,Italy
17131,XVO,Sillavengo,IT,Italy
17132,SNB,Silvano d'Orba,IT,Italy
17133,SLV,Silvi Marina,IT,Italy
17134,SIH,Simeri Crichi,IT,Italy
17135,SNL,Sinalunga,IT,Italy
17136,XIO,Sinio,IT,Italy
17137,SIA,Siniscola,IT,Italy
17138,SIR,Siracusa,IT,Italy
17139,ZTI,Sirmione,IT,Italy
17140,IRO,Sirone,IT,Italy
17141,SRT,Sirtori,IT,Italy
17142,SSI,Sìsini,IT,Italy
17143,SIS,Sissa,IT,Italy
17144,ITI,Sistiana,IT,Italy
17145,SZI,Siziano,IT,Italy
17146,ZZO,Sizzano,IT,Italy
17147,SOV,Soave,IT,Italy
17148,SQI,Soci,IT,Italy
17149,SRU,Sogliano al Rubicone,IT,Italy
17150,SDL,Soiano Del Lago,IT,Italy
17151,ZTY,Solagna,IT,Italy
17152,SBM,Solara di Bomporto,IT,Italy
17153,9SR,Solarino,IT,Italy
17154,ARW,Solaro,IT,Italy
17155,ZTL,Solarolo,IT,Italy
17156,RAI,Solarolo Rainerio,IT,Italy
17157,SBT,Solbiate,IT,Italy
17158,SBA,Solbiate Arno,IT,Italy
17159,SBO,Solbiate Olona,IT,Italy
17160,SEL,Solcio di Lesa,IT,Italy
17161,SN3,Soldano,IT,Italy
17162,SO9,Solèminis,IT,Italy
17163,SLR,Solero,IT,Italy
17164,SOI,Solesino,IT,Italy
17165,SOE,Soleto,IT,Italy
17166,ZUB,Solferino,IT,Italy
17167,OLR,Soliera,IT,Italy
17168,SP8,Soliera Apuana,IT,Italy
17169,SLG,Solignano,IT,Italy
17170,LDC,Solignano Nuovo-Castelvetro di Modena,IT,Italy
17171,SOL,Solofra,IT,Italy
17172,SO3,Solomeo,IT,Italy
17173,S8L,Solopaca,IT,Italy
17174,STO,Solto Collina,IT,Italy
17175,SOZ,Solza,IT,Italy
17176,SOG,Somaglia,IT,Italy
17177,SMB,Somma Lombardo,IT,Italy
17178,SVV,Somma Vesuviana,IT,Italy
17179,SCG,Sommacampagna,IT,Italy
17180,SIV,Sommariva del Bosco,IT,Italy
17181,SIU,Sommariva di Perno,IT,Italy
17182,ZTJ,Sommatino,IT,Italy
17183,SNY,Sona,IT,Italy
17184,SON,Soncino,IT,Italy
17185,SL7,Sondalo,IT,Italy
17186,SND,Sondrio,IT,Italy
17187,SNW,Songavazzo,IT,Italy
17188,SOF,Sonico,IT,Italy
17189,SN2,Sonnino,IT,Italy
17190,RAO,Sora,IT,Italy
17191,SOX,Soragna,IT,Italy
17192,XOO,Sorano,IT,Italy
17193,ZUL,Sorbara,IT,Italy
17194,SS9,Sorbo Serpico,IT,Italy
17195,SOR,Sorbolo,IT,Italy
17196,SRD,Sordevolo,IT,Italy
17197,IDI,Sordio,IT,Italy
17198,RIS,Soresina,IT,Italy
17199,SOA,Sorgà,IT,Italy
17200,OOX,Sorgono,IT,Italy
17201,SRJ,Soriano Calabro,IT,Italy
17202,SOC,Soriano nel Cimino,IT,Italy
17203,SL8,Sorisole,IT,Italy
17204,RRO,Sorrento,IT,Italy
17205,SR3,Sorso,IT,Italy
17206,SPO,Sospiro,IT,Italy
17207,ZUC,Sospirolo,IT,Italy
17208,SOS,Sossano,IT,Italy
17209,XOS,Sostegno,IT,Italy
17210,SNX,Sotto il Monte Giovanni XXIII,IT,Italy
17211,SOO,Soverato,IT,Italy
17212,OVR,Sovere,IT,Italy
17213,S2V,Soveria Mannelli,IT,Italy
17214,2SV,Soveria Simeri,IT,Italy
17215,XVC,Sovicille,IT,Italy
17216,SVB,Sovico,IT,Italy
17217,OVZ,Sovizzo,IT,Italy
17218,SZS,Sozzigalli,IT,Italy
17219,ZUN,Sparanise,IT,Italy
17220,SPH,Specchia,IT,Italy
17221,SPL,Spello,IT,Italy
17222,NGA,Sperlonga,IT,Italy
17223,S62,Spessa,IT,Italy
17224,ZPZ,Spezzano,IT,Italy
17225,SPZ,Spezzano Albanese,IT,Italy
17226,9SP,Spezzano della Sila,IT,Italy
17227,IAN,Spianate,IT,Italy
17228,OVG,Spicchio-Sovigliana,IT,Italy
17229,SMT,Spigno Monferrato,IT,Italy
17230,SPG,Spigno Saturnia,IT,Italy
17231,SPI,Spilamberto,IT,Italy
17232,SBG,Spilimbergo,IT,Italy
17233,8NS,Spinadesco,IT,Italy
17234,SNZ,Spinazzola,IT,Italy
17235,ZUF,Spinea,IT,Italy
17236,SP2,Spineto,IT,Italy
17237,TLI,Spinetoli,IT,Italy
17238,SPN,Spinetta,IT,Italy
17239,ETT,Spinetta Marengo,IT,Italy
17240,SDA,Spino d'Adda,IT,Italy
17241,ESP,Spirano,IT,Italy
17242,SLT,Spoleto,IT,Italy
17243,SPR,Spoltore,IT,Italy
17244,RNS,Spotorno,IT,Italy
17245,ZUH,Spresiano,IT,Italy
17246,SQL,Squillace,IT,Italy
17247,SQZ,Squinzano,IT,Italy
17248,SBI,Stabbia,IT,Italy
17249,XFF,Staffolo,IT,Italy
17250,STG,Stagno,IT,Italy
17251,SBD,Stagno Lombardo,IT,Italy
17252,SVE,Stallavena,IT,Italy
17253,SHL,Stanghella,IT,Italy
17254,S3T,Statte,IT,Italy
17255,ZNO,Stazzano,IT,Italy
17256,SZM,Stazzema,IT,Italy
17257,ZRC,Stella,IT,Italy
17258,STP,Stenico,IT,Italy
17259,STZ,Stezzano,IT,Italy
17260,RC8,Stilo,IT,Italy
17261,TTN,Stintino,IT,Italy
17262,ZUR,Stornarella,IT,Italy
17263,ZUT,Storo,IT,Italy
17264,ST2,Strada in Chianti,IT,Italy
17265,ZUS,Stradella,IT,Italy
17266,RMB,Strambino,IT,Italy
17267,SHR,Strangolagalli,IT,Italy
17268,STS,Stresa,IT,Italy
17269,SVI,Strevi,IT,Italy
17270,XRN,Striano,IT,Italy
17271,STR,Stromboli,IT,Italy
17272,RNA,Strona,IT,Italy
17273,STX,Stroncone,IT,Italy
17274,Z4E,Strongoli,IT,Italy
17275,TPA,Stroppiana,IT,Italy
17276,SRZ,Strozza,IT,Italy
17277,XPL,Sturno,IT,Italy
17278,ZSY,Subbiano,IT,Italy
17279,UCC,Succivo,IT,Italy
17280,SU6,Suello,IT,Italy
17281,SUI,Suisio,IT,Italy
17282,SLI,Sulbiate,IT,Italy
17283,SLP,Sulmona,IT,Italy
17284,SUZ,Sulzano,IT,Italy
17285,SUR,Sumirago,IT,Italy
17286,ZRL,Summaga,IT,Italy
17287,XMM,Summonte,IT,Italy
17288,SUN,Suno,IT,Italy
17289,S9U,Supino,IT,Italy
17290,IZZ,Surano,IT,Italy
17291,SU2,Surbo,IT,Italy
17292,SUA,Susa,IT,Italy
17293,SUS,Susegana,IT,Italy
17294,SUT,Sustinente,IT,Italy
17295,ASN,Sustinenza,IT,Italy
17296,VI8,Sutri,IT,Italy
17297,ZUW,Suvereto,IT,Italy
17298,SZA,Suzzara,IT,Italy
17299,TBN,Tabina,IT,Italy
17300,TCN,Taceno,IT,Italy
17301,TGA,Taggia,IT,Italy
17302,TLZ,Tagliacozzo,IT,Italy
17303,TLP,Taglio di Po,IT,Italy
17304,TMF,Tagliolo Monferrato,IT,Italy
17305,TXN,Taino,IT,Italy
17306,ZVE,Talacchio,IT,Italy
17307,TMA,Talamona,IT,Italy
17308,TAL,Talamone,IT,Italy
17309,ZAV,Tamai,IT,Italy
17310,TAO,Taormina,IT,Italy
17311,TTS,Tarantasca,IT,Italy
17312,TAR,Taranto,IT,Italy
17313,TCT,Tarcento,IT,Italy
17314,TRQ,Tarquinia,IT,Italy
17315,TGS,Tarsogno,IT,Italy
17316,TVS,Tarvisio,IT,Italy
17317,TZO,Tarzo,IT,Italy
17318,TSS,Tassarolo,IT,Italy
17319,TAU,Taurasi,IT,Italy
17320,AUT,Tauriano,IT,Italy
17321,TUV,Taurianova,IT,Italy
17322,TGC,Tavagnacco,IT,Italy
17323,TVN,Tavagnasco,IT,Italy
17324,TVD,Tavarnelle val di Pesa,IT,Italy
17325,ZVR,Tavazzano,IT,Italy
17326,ZVB,Taverna,IT,Italy
17327,TLV,Tavernelle,IT,Italy
17328,TEV,Tavernelle Vicentina-Altavilla Vicentina,IT,Italy
17329,TVR,Tavernerio,IT,Italy
17330,TAB,Tavernola Bergamasca,IT,Italy
17331,TSM,Tavernole sul Mella,IT,Italy
17332,V8T,Taviano,IT,Italy
17333,TVU,Tavullia,IT,Italy
17334,TG9,Teggiano,IT,Italy
17335,XOL,Teglio,IT,Italy
17336,TLS,Telese Terme,IT,Italy
17337,TEL,Telgate,IT,Italy
17338,ZVH,Tempio Pausania,IT,Italy
17339,TEN,Tencarola,IT,Italy
17340,TLL,Teolo,IT,Italy
17341,TEE,Teor,IT,Italy
17342,TEO,Teramo,IT,Italy
17343,ZKL,Terlano,IT,Italy
17344,ZIP,Terlizzi,IT,Italy
17345,ZVP,Terme Vigliatore,IT,Italy
17346,ENM,Termeno,IT,Italy
17347,TRI,Termini Imerese,IT,Italy
17348,TMI,Termoli,IT,Italy
17349,TNT,Ternate,IT,Italy
17350,TER,Terni,IT,Italy
17351,TDO,Terno d'Isola,IT,Italy
17352,TNA,Terontola,IT,Italy
17353,TRC,Terracina,IT,Italy
17354,TTZ,Terralba,IT,Italy
17355,TPR,Terranova dei Passerini,IT,Italy
17356,TEB,Terranuova Bracciolini,IT,Italy
17357,SNR,Terrasini,IT,Italy
17358,TZZ,Terrazzo,IT,Italy
17359,TDE,Terre del Reno,IT,Italy
17360,TOH,Terre Roveresche,IT,Italy
17361,TTQ,Terricciola,IT,Italy
17362,TRR,Terruggia,IT,Italy
17363,TNU,Tertenia,IT,Italy
17364,TTG,Terzigno,IT,Italy
17365,TEZ,Terzo,IT,Italy
17366,TSO,Tesero,IT,Italy
17367,TES,Tessera,IT,Italy
17368,TVY,Teverola,IT,Italy
17369,TZE,Tezze di Arzignano,IT,Italy
17370,ZZE,Tezze di Piave,IT,Italy
17371,TSB,Tezze sul Brenta,IT,Italy
17372,THE,Thiene,IT,Italy
17373,TTX,Thiesi,IT,Italy
17374,TDR,Tiarno Di Sopra,IT,Italy
17375,TIC,Ticengo,IT,Italy
17376,ZVD,Ticineto,IT,Italy
17377,ZVC,Tigliole d'Asti,IT,Italy
17378,TDT,Tione di Trento,IT,Italy
17379,TNO,Tirano,IT,Italy
17380,TTF,Tirrenia,IT,Italy
17381,TIT,Tito,IT,Italy
17382,TIV,Tivoli,IT,Italy
17383,TOO,Toano,IT,Italy
17384,TOB,Toara,IT,Italy
17385,TDC,Tocco da Casauria,IT,Italy
17386,TDI,Todi,IT,Italy
17387,TOL,Tolentino,IT,Italy
17388,TLG,Tollegno,IT,Italy
17389,ZBA,Tollo,IT,Italy
17390,TMO,Tolmezzo,IT,Italy
17391,TDV,Tombelle,IT,Italy
17392,TOM,Tombolo,IT,Italy
17393,TOC,Tonco,IT,Italy
17394,TSP,Tor Sapienza,IT,Italy
17395,TTP,Tor Tre Ponti,IT,Italy
17396,TN5,Torano Nuovo,IT,Italy
17397,OAB,Torba,IT,Italy
17398,TBO,Torbiato,IT,Italy
17399,TRB,Torbole Casaglia,IT,Italy
17400,TXO,Torgiano,IT,Italy
17401,TRN,Torino,IT,Italy
17402,TDS,Torino di Sangro,IT,Italy
17403,TOR,Tornaco,IT,Italy
17404,TC4,Tornareccio,IT,Italy
17405,CRK,Tornata,IT,Italy
17406,TR9,Torralba,IT,Italy
17407,TYS,Torrazza Coste,IT,Italy
17408,TOA,Torre Annunziata,IT,Italy
17409,TBD,Torre Boldone,IT,Italy
17410,OOI,Torre Bormida,IT,Italy
17411,TCV,Torre Canavese,IT,Italy
17412,TCS,Torre Cesarea,IT,Italy
17413,P9C,Torre de' Passeri,IT,Italy
17414,ICT,Torre de' Picenardi,IT,Italy
17415,TOV,Torre de' Roveri,IT,Italy
17416,TDG,Torre del Greco,IT,Italy
17417,TDM,Torre del Moro,IT,Italy
17418,TMS,Torre di Mosto,IT,Italy
17419,TSL,Torre d'Isola,IT,Italy
17420,TRH,Torre Faro,IT,Italy
17421,TDF,Torre Fossa,IT,Italy
17422,TGV,Torre Gaveta,IT,Italy
17423,TAV,Torre Le Nocelle,IT,Italy
17424,TFG,Torre Maggiore,IT,Italy
17425,TMN,Torre Maina,IT,Italy
17426,TMD,Torre Mondovì,IT,Italy
17427,O76,Torre Orsaia,IT,Italy
17428,TPC,Torre Pallavicina,IT,Italy
17429,TPE,Torre Pellice,IT,Italy
17430,TSG,Torre San Giorgio,IT,Italy
17431,TRU,Torre San Giovanni d'Ugento,IT,Italy
17432,TSU,Torre Santa Susanna,IT,Italy
17433,TOE,Torreano,IT,Italy
17434,TVI,Torrebelvicino,IT,Italy
17435,TCU,Torrecuso,IT,Italy
17436,TOG,Torreglia,IT,Italy
17437,TGR,Torregrande,IT,Italy
17438,TOT,Torregrotta,IT,Italy
17439,IRR,Torrenieri,IT,Italy
17440,ZAL,Torrenova,IT,Italy
17441,TL8,Torreselle,IT,Italy
17442,TCP,Torrevecchia Pia,IT,Italy
17443,TAT,Torrevecchia Teatina,IT,Italy
17444,TDQ,Torri di Quartesolo,IT,Italy
17445,TON,Torriana,IT,Italy
17446,TS9,Torricella Sicura,IT,Italy
17447,TYP,Torricella Verzate,IT,Italy
17448,TIL,Torrile,IT,Italy
17449,TA7,Torrioni,IT,Italy
17450,TSN,Torrita di Siena,IT,Italy
17451,TTB,Tortolì,IT,Italy
17452,TTA,Tortona,IT,Italy
17453,TTL,Tortoreto,IT,Italy
17454,ICA,Torvaianica,IT,Italy
17455,TVC,Torviscosa,IT,Italy
17456,TDZ,Toscanella Di Dozza,IT,Italy
17457,TOS,Toscolano,IT,Italy
17458,TVA,Tovo di Sant'Agata,IT,Italy
17459,TRD,Tradate,IT,Italy
17460,TZ8,Tramatza,IT,Italy
17461,TRL,Trambileno,IT,Italy
17462,TYI,Tramonti,IT,Italy
17463,TAN,Trana,IT,Italy
17464,TNI,Trani,IT,Italy
17465,TRX,Traona,IT,Italy
17466,TPS,Trapani,IT,Italy
17467,ZEM,Trappeto,IT,Italy
17468,TFV,Trasaghis,IT,Italy
17469,T8V,Travacò Siccomario,IT,Italy
17470,TGL,Travagliato,IT,Italy
17471,TDN,Travedona Monate,IT,Italy
17472,ZVQ,Traversetolo,IT,Italy
17473,TVO,Travesio,IT,Italy
17474,ZYT,Travettore di Rosa,IT,Italy
17475,TBE,Trebaseleghe,IT,Italy
17476,TBR,Trebbo di Reno,IT,Italy
17477,TCC,Trebisacce,IT,Italy
17478,TCI,Trecasali,IT,Italy
17479,TYC,Trecase,IT,Italy
17480,TYT,Trecastagni,IT,Italy
17481,T7B,Trecastelli,IT,Italy
17482,TRE,Trecate,IT,Italy
17483,TLM,Trecella,IT,Italy
17484,6TR,Trecenta,IT,Italy
17485,TRG,Treglio,IT,Italy
17486,TEG,Tregnago,IT,Italy
17487,TIA,Treia,IT,Italy
17488,TRF,Treiso,IT,Italy
17489,ZVK,Tremestieri Etneo,IT,Italy
17490,2TT,Trento,IT,Italy
17491,TRT,Trento,IT,Italy
17492,TZA,Trenzano,IT,Italy
17493,ZVG,Treppo Grande,IT,Italy
17494,PUZ,Trepuzzi,IT,Italy
17495,TQU,Trequanda,IT,Italy
17496,TR3,Tres,IT,Italy
17497,ZVJ,Trescore Balneario,IT,Italy
17498,TCR,Trescore Cremasco,IT,Italy
17499,5G3,Tresigallo,IT,Italy
17500,TR8,Tresivio,IT,Italy
17501,TST,Trestina,IT,Italy
17502,ZAO,Trevenzuolo,IT,Italy
17503,REV,Trevi,IT,Italy
17504,TVG,Treviglio,IT,Italy
17505,TGN,Trevignano,IT,Italy
17506,TYA,Treville,IT,Italy
17507,TVL,Treviolo,IT,Italy
17508,TRV,Treviso,IT,Italy
17509,TZR,Trezzano Rosa,IT,Italy
17510,TZV,Trezzano sul Naviglio,IT,Italy
17511,TRZ,Trezzo sull'Adda,IT,Italy
17512,TR5,Trezzo Tinella,IT,Italy
17513,BOD,Tribano,IT,Italy
17514,TBA,Tribiano,IT,Italy
17515,TSE,Tricase,IT,Italy
17516,TR4,Tricerro,IT,Italy
17517,TCM,Tricesimo,IT,Italy
17518,THA,Trichiana,IT,Italy
17519,TRS,Trieste,IT,Italy
17520,T5R,Triggiano,IT,Italy
17521,TGI,Trigolo,IT,Italy
17522,TYO,Trinitapoli,IT,Italy
17523,TRY,Trino,IT,Italy
17524,TRO,Trissino,IT,Italy
17525,TGG,Triuggio,IT,Italy
17526,TVT,Trivento,IT,Italy
17527,TVE,Trivero,IT,Italy
17528,IUD,Trivignano Udinese,IT,Italy
17529,TYR,Trivolzio,IT,Italy
17530,TFR,Trofarello,IT,Italy
17531,TA2,Troia,IT,Italy
17532,ZTP,Tromello,IT,Italy
17533,TZC,Tronzano Vercellese,IT,Italy
17534,TRP,Tropea,IT,Italy
17535,TCZ,Truccazzano,IT,Italy
17536,ZVM,Tuenno,IT,Italy
17537,TYF,Tufo,IT,Italy
17538,TUF,Tufo,IT,Italy
17539,TYL,Tuglie,IT,Italy
17540,TYB,Tuoro sul Trasimeno,IT,Italy
17541,TRA,Turate,IT,Italy
17542,TGO,Turbigo,IT,Italy
17543,ZVN,Turi,IT,Italy
17544,ZVL,Turriaco,IT,Italy
17545,TCA,Tuscania,IT,Italy
17546,UBE,Ubersetto,IT,Italy
17547,UBD,Uboldo,IT,Italy
17548,UDN,Udine,IT,Italy
17549,ZVT,Ugento,IT,Italy
